Match,T1P1 vs T2P6 runs,T1P1 vs T2P6 balls,T1P1 vs T2P6 wickets,T1P1 vs T2P7 runs,T1P1 vs T2P7 balls,T1P1 vs T2P7 wickets,T1P1 vs T2P8 runs,T1P1 vs T2P8 balls,T1P1 vs T2P8 wickets,T1P1 vs T2P9 runs,T1P1 vs T2P9 balls,T1P1 vs T2P9 wickets,T1P1 vs T2P10 runs,T1P1 vs T2P10 balls,T1P1 vs T2P10 wickets,T1P1 vs T2P11 runs,T1P1 vs T2P11 balls,T1P1 vs T2P11 wickets,T1P2 vs T2P6 runs,T1P2 vs T2P6 balls,T1P2 vs T2P6 wickets,T1P2 vs T2P7 runs,T1P2 vs T2P7 balls,T1P2 vs T2P7 wickets,T1P2 vs T2P8 runs,T1P2 vs T2P8 balls,T1P2 vs T2P8 wickets,T1P2 vs T2P9 runs,T1P2 vs T2P9 balls,T1P2 vs T2P9 wickets,T1P2 vs T2P10 runs,T1P2 vs T2P10 balls,T1P2 vs T2P10 wickets,T1P2 vs T2P11 runs,T1P2 vs T2P11 balls,T1P2 vs T2P11 wickets,T1P3 vs T2P6 runs,T1P3 vs T2P6 balls,T1P3 vs T2P6 wickets,T1P3 vs T2P7 runs,T1P3 vs T2P7 balls,T1P3 vs T2P7 wickets,T1P3 vs T2P8 runs,T1P3 vs T2P8 balls,T1P3 vs T2P8 wickets,T1P3 vs T2P9 runs,T1P3 vs T2P9 balls,T1P3 vs T2P9 wickets,T1P3 vs T2P10 runs,T1P3 vs T2P10 balls,T1P3 vs T2P10 wickets,T1P3 vs T2P11 runs,T1P3 vs T2P11 balls,T1P3 vs T2P11 wickets,T1P4 vs T2P6 runs,T1P4 vs T2P6 balls,T1P4 vs T2P6 wickets,T1P4 vs T2P7 runs,T1P4 vs T2P7 balls,T1P4 vs T2P7 wickets,T1P4 vs T2P8 runs,T1P4 vs T2P8 balls,T1P4 vs T2P8 wickets,T1P4 vs T2P9 runs,T1P4 vs T2P9 balls,T1P4 vs T2P9 wickets,T1P4 vs T2P10 runs,T1P4 vs T2P10 balls,T1P4 vs T2P10 wickets,T1P4 vs T2P11 runs,T1P4 vs T2P11 balls,T1P4 vs T2P11 wickets,T1P5 vs T2P6 runs,T1P5 vs T2P6 balls,T1P5 vs T2P6 wickets,T1P5 vs T2P7 runs,T1P5 vs T2P7 balls,T1P5 vs T2P7 wickets,T1P5 vs T2P8 runs,T1P5 vs T2P8 balls,T1P5 vs T2P8 wickets,T1P5 vs T2P9 runs,T1P5 vs T2P9 balls,T1P5 vs T2P9 wickets,T1P5 vs T2P10 runs,T1P5 vs T2P10 balls,T1P5 vs T2P10 wickets,T1P5 vs T2P11 runs,T1P5 vs T2P11 balls,T1P5 vs T2P11 wickets,T1P6 vs T2P6 runs,T1P6 vs T2P6 balls,T1P6 vs T2P6 wickets,T1P6 vs T2P7 runs,T1P6 vs T2P7 balls,T1P6 vs T2P7 wickets,T1P6 vs T2P8 runs,T1P6 vs T2P8 balls,T1P6 vs T2P8 wickets,T1P6 vs T2P9 runs,T1P6 vs T2P9 balls,T1P6 vs T2P9 wickets,T1P6 vs T2P10 runs,T1P6 vs T2P10 balls,T1P6 vs T2P10 wickets,T1P6 vs T2P11 runs,T1P6 vs T2P11 balls,T1P6 vs T2P11 wickets,T1P7 vs T2P6 runs,T1P7 vs T2P6 balls,T1P7 vs T2P6 wickets,T1P7 vs T2P7 runs,T1P7 vs T2P7 balls,T1P7 vs T2P7 wickets,T1P7 vs T2P8 runs,T1P7 vs T2P8 balls,T1P7 vs T2P8 wickets,T1P7 vs T2P9 runs,T1P7 vs T2P9 balls,T1P7 vs T2P9 wickets,T1P7 vs T2P10 runs,T1P7 vs T2P10 balls,T1P7 vs T2P10 wickets,T1P7 vs T2P11 runs,T1P7 vs T2P11 balls,T1P7 vs T2P11 wickets,T2P1 vs T1P6 runs,T2P1 vs T1P6 balls,T2P1 vs T1P6 wickets,T2P1 vs T1P7 runs,T2P1 vs T1P7 balls,T2P1 vs T1P7 wickets,T2P1 vs T1P8 runs,T2P1 vs T1P8 balls,T2P1 vs T1P8 wickets,T2P1 vs T1P9 runs,T2P1 vs T1P9 balls,T2P1 vs T1P9 wickets,T2P1 vs T1P10 runs,T2P1 vs T1P10 balls,T2P1 vs T1P10 wickets,T2P1 vs T1P11 runs,T2P1 vs T1P11 balls,T2P1 vs T1P11 wickets,T2P2 vs T1P6 runs,T2P2 vs T1P6 balls,T2P2 vs T1P6 wickets,T2P2 vs T1P7 runs,T2P2 vs T1P7 balls,T2P2 vs T1P7 wickets,T2P2 vs T1P8 runs,T2P2 vs T1P8 balls,T2P2 vs T1P8 wickets,T2P2 vs T1P9 runs,T2P2 vs T1P9 balls,T2P2 vs T1P9 wickets,T2P2 vs T1P10 runs,T2P2 vs T1P10 balls,T2P2 vs T1P10 wickets,T2P2 vs T1P11 runs,T2P2 vs T1P11 balls,T2P2 vs T1P11 wickets,T2P3 vs T1P6 runs,T2P3 vs T1P6 balls,T2P3 vs T1P6 wickets,T2P3 vs T1P7 runs,T2P3 vs T1P7 balls,T2P3 vs T1P7 wickets,T2P3 vs T1P8 runs,T2P3 vs T1P8 balls,T2P3 vs T1P8 wickets,T2P3 vs T1P9 runs,T2P3 vs T1P9 balls,T2P3 vs T1P9 wickets,T2P3 vs T1P10 runs,T2P3 vs T1P10 balls,T2P3 vs T1P10 wickets,T2P3 vs T1P11 runs,T2P3 vs T1P11 balls,T2P3 vs T1P11 wickets,T2P4 vs T1P6 runs,T2P4 vs T1P6 balls,T2P4 vs T1P6 wickets,T2P4 vs T1P7 runs,T2P4 vs T1P7 balls,T2P4 vs T1P7 wickets,T2P4 vs T1P8 runs,T2P4 vs T1P8 balls,T2P4 vs T1P8 wickets,T2P4 vs T1P9 runs,T2P4 vs T1P9 balls,T2P4 vs T1P9 wickets,T2P4 vs T1P10 runs,T2P4 vs T1P10 balls,T2P4 vs T1P10 wickets,T2P4 vs T1P11 runs,T2P4 vs T1P11 balls,T2P4 vs T1P11 wickets,T2P5 vs T1P6 runs,T2P5 vs T1P6 balls,T2P5 vs T1P6 wickets,T2P5 vs T1P7 runs,T2P5 vs T1P7 balls,T2P5 vs T1P7 wickets,T2P5 vs T1P8 runs,T2P5 vs T1P8 balls,T2P5 vs T1P8 wickets,T2P5 vs T1P9 runs,T2P5 vs T1P9 balls,T2P5 vs T1P9 wickets,T2P5 vs T1P10 runs,T2P5 vs T1P10 balls,T2P5 vs T1P10 wickets,T2P5 vs T1P11 runs,T2P5 vs T1P11 balls,T2P5 vs T1P11 wickets,T2P6 vs T1P6 runs,T2P6 vs T1P6 balls,T2P6 vs T1P6 wickets,T2P6 vs T1P7 runs,T2P6 vs T1P7 balls,T2P6 vs T1P7 wickets,T2P6 vs T1P8 runs,T2P6 vs T1P8 balls,T2P6 vs T1P8 wickets,T2P6 vs T1P9 runs,T2P6 vs T1P9 balls,T2P6 vs T1P9 wickets,T2P6 vs T1P10 runs,T2P6 vs T1P10 balls,T2P6 vs T1P10 wickets,T2P6 vs T1P11 runs,T2P6 vs T1P11 balls,T2P6 vs T1P11 wickets,T2P7 vs T1P6 runs,T2P7 vs T1P6 balls,T2P7 vs T1P6 wickets,T2P7 vs T1P7 runs,T2P7 vs T1P7 balls,T2P7 vs T1P7 wickets,T2P7 vs T1P8 runs,T2P7 vs T1P8 balls,T2P7 vs T1P8 wickets,T2P7 vs T1P9 runs,T2P7 vs T1P9 balls,T2P7 vs T1P9 wickets,T2P7 vs T1P10 runs,T2P7 vs T1P10 balls,T2P7 vs T1P10 wickets,T2P7 vs T1P11 runs,T2P7 vs T1P11 balls,T2P7 vs T1P11 wickets,T1P1 last3_bat runs,T1P1 last3_bat balls,T1P1 last3_bat wickets,T1P2 last3_bat runs,T1P2 last3_bat balls,T1P2 last3_bat wickets,T1P3 last3_bat runs,T1P3 last3_bat balls,T1P3 last3_bat wickets,T1P4 last3_bat runs,T1P4 last3_bat balls,T1P4 last3_bat wickets,T1P5 last3_bat runs,T1P5 last3_bat balls,T1P5 last3_bat wickets,T1P6 last3_bat runs,T1P6 last3_bat balls,T1P6 last3_bat wickets,T1P7 last3_bat runs,T1P7 last3_bat balls,T1P7 last3_bat wickets,T2P1 last3_bat runs,T2P1 last3_bat balls,T2P1 last3_bat wickets,T2P2 last3_bat runs,T2P2 last3_bat balls,T2P2 last3_bat wickets,T2P3 last3_bat runs,T2P3 last3_bat balls,T2P3 last3_bat wickets,T2P4 last3_bat runs,T2P4 last3_bat balls,T2P4 last3_bat wickets,T2P5 last3_bat runs,T2P5 last3_bat balls,T2P5 last3_bat wickets,T2P6 last3_bat runs,T2P6 last3_bat balls,T2P6 last3_bat wickets,T2P7 last3_bat runs,T2P7 last3_bat balls,T2P7 last3_bat wickets,T1P6 last3_bowl runs,T1P6 last3_bowl balls,T1P6 last3_bowl wickets,T1P7 last3_bowl runs,T1P7 last3_bowl balls,T1P7 last3_bowl wickets,T1P8 last3_bowl runs,T1P8 last3_bowl balls,T1P8 last3_bowl wickets,T1P9 last3_bowl runs,T1P9 last3_bowl balls,T1P9 last3_bowl wickets,T1P10 last3_bowl runs,T1P10 last3_bowl balls,T1P10 last3_bowl wickets,T1P11 last3_bowl runs,T1P11 last3_bowl balls,T1P11 last3_bowl wickets,T2P6 last3_bowl runs,T2P6 last3_bowl balls,T2P6 last3_bowl wickets,T2P7 last3_bowl runs,T2P7 last3_bowl balls,T2P7 last3_bowl wickets,T2P8 last3_bowl runs,T2P8 last3_bowl balls,T2P8 last3_bowl wickets,T2P9 last3_bowl runs,T2P9 last3_bowl balls,T2P9 last3_bowl wickets,T2P10 last3_bowl runs,T2P10 last3_bowl balls,T2P10 last3_bowl wickets,T2P11 last3_bowl runs,T2P11 last3_bowl balls,T2P11 last3_bowl wickets,T1 wins at stadium,T1 losses at stadium,T2 wins at stadium,T2 losses at stadium,T1 vs T2 win ratio,T2 vs T1 win ratio,Won defending at stadium,Won chasing at stadium,T1 fourth last match result,T1 third last match result,T1 second last match result,T1 last match result,T2 fourth last match result,T2 third last match result,T2 second last match result,T2 last match result,match result
554,17,13,0,,,,11,8,1,,,,33,37,0,7,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,5,1,,,,9,14,2,14,7,1,20,10,0,,,,,,,,,,41,19,3,0,1,0,,,,,,,17,15,0,,,,35,24,1,11,5,0,2,6,0,11,6,0,,,,,,,,,,,,,,,,,,,,,,20,13,0,,,,7,9,1,5,5,0,,,,,,,9,13,1,,,,7,11,1,1,8,1,,,,,,,10,3,1,,,,,,,9,8,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,80,65,3,60,42,3,,,,65,53,3,124,82,3,74,62,2,,,,52,59,3,54,45,2,109,80,3,,,,,,,,,,75,52,3,,,,89,72,0,,,,109,72,0,76,72,0,,,,88,66,0,,,,84,66,0,117,67,0,96,69,0,,,,12,15,0,1,45.45,54.55,10,17,0,0,1,0,0,1,1,0,Team1
555,,,,,,,56,56,1,24,13,0,31,19,1,25,19,0,,,,,,,79,65,1,2,8,1,11,12,1,1,2,0,,,,,,,,,,,,,,,,,,,,,,,,,44,54,1,26,20,0,17,8,0,1,3,1,,,,,,,13,8,0,1,5,1,7,8,0,4,6,0,,,,,,,,,,1,1,0,1,1,0,3,3,0,,,,,,,1,2,0,3,4,0,,,,,,,,,,,,,9,10,1,,,,59,34,1,2,2,0,,,,,,,46,44,4,9,8,1,44,29,3,,,,,,,,,,24,26,2,7,6,1,28,16,2,19,13,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,3,1,,,,,,,,,,,,,8,7,1,,,,44,18,2,,,,,,,,,,,,,1,3,0,0,1,1,1,2,1,116,71,3,114,104,1,,,,,,,46,34,2,21,23,3,28,30,2,153,111,1,103,75,3,119,76,3,,,,66,45,2,80,44,2,8,7,1,,,,,,,81,66,0,90,66,0,77,66,0,74,60,0,,,,,,,88,72,0,101,72,0,92,72,0,92,72,0,1,4,1,0,36.36,63.64,3,2,1,0,1,1,0,1,1,1,Team1
556,33,37,3,32,17,0,47,34,0,12,13,2,,,,12,10,0,19,12,0,32,23,1,77,48,1,18,16,0,,,,17,18,0,6,9,1,17,11,2,5,12,2,8,13,1,,,,12,5,2,8,18,1,,,,,,,,,,,,,11,8,0,10,6,1,1,1,0,,,,24,9,0,,,,2,2,0,15,12,0,11,9,2,20,16,1,6,10,0,,,,0,1,1,18,9,0,37,16,0,,,,10,5,0,,,,,,,,,,1,1,0,14,13,0,13,7,1,,,,16,8,0,,,,0,1,1,0,1,1,21,27,3,38,28,1,50,32,1,,,,11,10,1,7,14,0,140,77,4,14,7,0,63,61,1,,,,5,5,0,,,,46,41,3,20,25,1,43,21,1,,,,,,,,,,12,12,1,10,16,1,34,19,1,,,,20,16,0,15,12,2,48,44,2,7,5,0,7,7,1,,,,11,11,1,7,7,0,45,43,2,3,3,0,23,15,2,143,105,2,97,82,2,31,34,2,52,35,2,20,28,3,89,54,1,72,46,3,31,41,3,9,26,3,62,45,3,55,50,3,56,51,2,65,50,2,25,27,3,,,,76,72,0,106,60,0,83,60,0,86,66,0,122,60,0,64,44,0,87,66,0,73,53,0,69,60,0,77,72,0,58,36,0,22,11,,,,,15,21,0,0,1,1,1,0,0,0,Team2
557,,,,9,6,0,34,35,0,23,11,1,16,12,3,,,,,,,4,9,1,6,9,1,9,4,0,9,5,0,,,,,,,28,20,1,0,1,1,7,6,0,10,7,0,15,5,1,,,,21,18,2,50,38,1,13,8,0,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,10,7,1,11,3,0,6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,24,2,39,31,0,0,1,1,,,,,,,,,,,,,3,5,1,3,4,0,,,,,,,,,,,,,19,11,1,34,19,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,174,119,2,141,95,3,52,41,3,72,37,3,,,,,,,,,,,,,86,68,3,109,72,3,55,51,2,79,64,3,,,,,,,,,,,,,,,,103,66,0,93,60,0,102,72,0,,,,80,72,0,92,72,0,,,,94,72,0,,,,1,2,13,15,30,70,11,17,0,0,0,1,0,1,0,1,Team1
558,,,,,,,23,19,1,,,,46,36,2,35,20,0,,,,16,9,0,38,38,2,,,,28,26,1,35,29,1,,,,,,,,,,,,,,,,,,,,,,1,2,0,32,21,0,,,,39,13,0,2,3,1,,,,12,12,0,9,9,0,,,,26,12,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,31,3,,,,13,20,1,10,25,4,,,,,,,63,60,5,,,,56,42,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,7,1,,,,4,8,2,,,,,,,,,,,,,,,,,,,,,,,,,,,,19,16,0,,,,9,4,0,,,,,,,,,,32,21,0,,,,67,34,1,,,,,,,,,,4,5,0,,,,0,3,1,,,,164,100,3,140,108,1,58,52,3,,,,46,32,1,,,,28,30,2,141,101,2,,,,,,,,,,130,102,3,60,52,3,40,22,1,,,,,,,87,66,0,75,63,0,70,66,0,68,66,0,,,,84,48,0,90,66,0,,,,94,63,0,91,54,0,2,4,,,,100,4,2,0,1,1,1,0,0,1,0,Team1
559,,,,7,6,1,68,49,0,23,25,1,13,15,1,51,33,1,,,,,,,65,65,3,10,4,1,9,12,0,23,19,0,,,,3,5,1,70,58,1,22,14,0,34,11,0,40,27,2,,,,,,,14,17,1,9,9,0,18,12,2,7,5,0,,,,2,6,0,39,31,2,3,3,0,9,6,0,1,11,1,,,,,,,,,,,,,,,,,,,,,,,,,48,29,0,,,,,,,1,2,1,,,,,,,,,,1,1,0,58,25,0,11,14,1,,,,,,,,,,3,3,0,6,6,0,,,,,,,,,,,,,,,,14,15,0,23,15,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,15,6,1,5,6,0,22,17,1,,,,,,,,,,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,,180,123,2,8,14,3,69,44,3,132,92,3,71,37,3,,,,,,,158,112,1,22,21,3,60,45,3,,,,72,39,2,44,34,2,,,,,,,,,,,,,,,,91,60,0,101,72,0,,,,54,30,0,86,72,0,109,72,0,99,72,0,100,72,0,21,17,3,2,45.45,54.55,15,21,0,0,1,1,1,1,1,0,Team2
560,,,,6,4,0,19,16,0,25,23,1,13,13,1,16,8,0,,,,2,2,0,4,5,0,,,,7,6,0,22,16,0,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,7,10,1,,,,21,13,0,,,,5,11,0,,,,38,36,1,7,5,0,,,,,,,,,,,,,7,7,0,7,3,0,,,,,,,,,,7,9,0,48,21,2,1,1,0,,,,,,,,,,15,15,0,,,,,,,,,,,,,,,,1,3,1,,,,9,10,1,,,,,,,,,,4,4,0,,,,,,,,,,,,,,,,22,23,2,,,,2,2,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,22,20,1,,,,9,12,0,,,,,,,,,,,,,,,,,,,,,,83,64,3,162,124,1,40,51,3,67,58,3,25,26,2,34,19,3,17,14,2,99,78,3,,,,123,98,3,88,65,2,75,51,2,95,82,2,,,,,,,,,,72,66,0,66,63,0,67,66,0,59,66,0,,,,,,,88,66,0,84,66,0,,,,117,61,0,17,16,2,1,60,40,12,20,1,1,1,1,1,1,0,0,Team2
561,,,,,,,15,18,0,61,43,1,11,11,2,,,,,,,,,,,,,15,10,1,,,,,,,,,,,,,35,19,1,46,36,5,19,15,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,1,0,8,4,1,7,5,0,,,,,,,,,,9,8,1,28,25,3,12,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,35,46,3,24,14,1,21,11,0,2,3,0,,,,,,,,,,,,,,,,,,,,,,,,,13,11,0,7,4,1,4,5,0,3,10,1,,,,5,5,0,33,21,1,15,9,0,5,6,0,11,11,1,,,,,,,1,2,1,,,,,,,,,,,,,,,,38,34,0,11,6,0,8,10,0,21,11,0,,,,,,,,,,,,,,,,,,,115,87,2,,,,72,72,3,,,,58,30,1,97,49,1,,,,120,84,3,,,,92,66,3,84,54,3,,,,24,25,2,86,69,2,,,,48,42,0,73,66,0,98,72,0,103,72,0,95,72,0,,,,103,60,0,86,72,0,93,66,0,112,72,0,69,60,0,1,1,,,63.64,36.36,5,2,1,1,0,1,1,0,1,0,Team2
562,53,37,2,,,,97,72,1,16,13,1,9,7,1,,,,111,78,1,,,,49,48,0,41,43,2,46,30,1,,,,34,24,1,,,,9,8,0,30,26,1,32,24,1,,,,49,28,3,,,,67,41,1,41,26,1,,,,,,,9,8,0,,,,9,3,0,28,17,2,8,14,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,5,1,6,5,1,29,16,0,,,,,,,,,,5,5,0,21,16,1,7,12,1,,,,,,,,,,3,3,0,,,,2,4,1,,,,,,,,,,2,2,0,10,7,0,8,6,0,,,,,,,,,,,,,7,4,0,,,,,,,,,,,,,,,,23,6,0,,,,,,,,,,,,,,,,,,,,,,12,16,3,135,86,2,89,65,3,52,30,3,148,113,2,,,,,,,43,41,3,37,47,3,63,48,1,104,75,3,85,57,1,25,27,3,,,,,,,,,,132,66,0,71,55,0,93,58,0,86,72,0,86,66,0,,,,67,60,0,71,60,0,56,36,0,71,54,0,21,18,,,,100,15,22,0,1,1,0,0,0,0,1,Team1
563,,,,18,13,0,80,52,1,38,33,2,,,,87,67,1,,,,,,,,,,,,,,,,,,,,,,15,10,0,28,31,1,25,22,1,,,,8,7,1,,,,1,2,0,24,18,2,2,5,1,,,,7,5,1,,,,,,,16,16,0,18,15,2,,,,,,,,,,14,12,1,54,33,1,15,24,0,,,,34,13,1,,,,7,5,1,5,6,0,29,19,0,,,,1,1,0,,,,10,10,2,68,51,3,,,,,,,27,27,0,,,,10,14,0,43,46,1,,,,,,,37,16,1,,,,9,8,0,17,21,1,,,,,,,8,8,2,,,,24,16,0,22,27,3,,,,22,10,0,14,14,1,,,,1,2,0,9,11,0,,,,,,,13,9,0,,,,16,12,1,20,13,0,,,,8,12,1,7,5,0,,,,22,15,1,0,2,1,,,,1,1,0,,,,137,99,2,57,41,2,,,,82,67,3,,,,66,48,3,45,26,2,85,63,2,96,80,2,20,25,3,142,86,0,75,62,2,35,30,2,72,46,3,,,,75,36,0,57,54,0,,,,79,51,0,86,69,0,,,,70,66,0,89,72,0,89,66,0,,,,94,72,0,,,22,12,,100,15,22,0,1,0,0,0,1,1,0,Team2
564,,,,,,,,,,,,,,,,,,,1,1,0,,,,9,16,0,32,35,1,26,27,2,,,,30,20,1,,,,16,15,1,31,23,0,1,2,1,,,,12,12,1,,,,2,2,0,,,,5,5,0,,,,27,24,1,,,,26,19,1,29,18,1,19,16,0,0,1,0,1,2,1,,,,59,21,0,7,8,0,10,9,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,43,25,1,64,31,1,53,42,3,24,14,0,,,,,,,7,5,0,47,42,1,47,35,0,1,3,0,,,,,,,5,6,0,3,2,0,,,,11,4,1,,,,,,,26,16,0,16,12,1,10,11,0,7,4,1,,,,,,,,,,,,,,,,,,,,,,,,,22,19,0,12,4,0,2,7,2,5,6,0,,,,,,,18,15,1,13,5,0,23,5,0,12,12,0,22,30,3,168,125,2,124,86,3,17,18,2,24,25,2,84,54,3,86,69,2,105,77,3,149,121,2,42,26,3,70,52,3,,,,11,11,2,23,20,2,,,,98,66,0,90,72,0,80,66,0,98,72,0,,,,59,60,0,,,,,,,76,66,0,67,60,0,81,66,0,13,16,2,1,45.45,54.55,12,17,0,1,0,1,1,1,1,0,Team2
565,,,,19,14,2,74,78,3,50,48,0,25,21,0,24,28,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,18,0,97,52,1,15,17,1,16,10,0,26,18,1,,,,2,3,0,0,2,1,,,,,,,0,1,0,,,,9,13,0,74,62,3,49,37,3,13,17,1,44,25,0,,,,,,,,,,,,,,,,,,,,,,,,,19,11,0,22,11,0,1,2,1,0,2,1,,,,,,,7,8,0,,,,0,3,1,,,,,,,,,,15,16,2,5,8,1,1,2,1,2,4,2,,,,,,,54,38,0,45,36,1,14,8,2,24,15,0,,,,,,,,,,,,,,,,,,,,,,,,,35,35,1,62,30,0,10,10,0,67,30,0,,,,,,,,,,,,,,,,,,,45,51,3,,,,,,,73,52,2,40,23,2,50,56,3,,,,,,,142,106,3,75,65,3,103,78,2,45,37,1,95,82,2,,,,,,,,,,83,66,0,,,,100,66,0,79,60,0,,,,87,72,0,84,66,0,85,66,0,82,72,0,73,63,0,1,2,1,0,45.45,54.55,5,3,1,0,1,0,1,0,0,1,Team1
566,,,,,,,,,,15,5,0,24,23,2,31,26,1,,,,,,,,,,11,12,3,18,8,0,12,10,1,,,,,,,,,,2,2,0,8,10,2,9,10,0,,,,,,,,,,26,16,1,,,,7,7,0,,,,,,,,,,,,,,,,28,17,1,,,,,,,,,,4,1,0,7,4,0,10,8,0,,,,,,,,,,,,,1,2,0,32,11,0,,,,37,16,0,96,54,1,25,36,1,,,,48,34,3,,,,13,10,0,79,61,3,42,46,2,,,,59,58,3,,,,4,4,0,34,38,4,12,15,1,,,,22,17,0,,,,56,36,1,63,39,3,21,20,2,,,,25,18,0,,,,1,3,0,19,12,2,26,13,0,,,,8,6,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,88,60,2,59,52,2,23,24,2,119,75,0,72,46,3,35,30,2,75,62,2,18,26,3,136,83,3,217,114,2,16,18,3,148,113,2,,,,,,,,,,80,54,0,78,72,0,79,64,0,,,,88,66,0,,,,,,,101,60,0,55,55,0,90,60,0,67,72,0,23,12,2,2,54.55,45.45,15,23,1,1,0,1,1,1,0,1,Team2
567,,,,,,,,,,,,,29,16,1,,,,,,,10,6,0,15,13,0,,,,9,6,0,,,,,,,1,3,0,10,9,0,,,,24,13,0,,,,,,,11,7,0,0,2,0,,,,3,5,0,,,,,,,0,1,0,,,,,,,2,7,1,,,,,,,,,,22,20,0,,,,48,21,0,,,,,,,,,,,,,,,,,,,,,,,,,2,1,0,35,19,0,77,60,3,26,20,0,45,25,0,,,,,,,,,,1,6,1,,,,8,5,0,,,,3,4,0,10,7,0,17,11,1,10,9,0,,,,,,,,,,,,,46,32,1,,,,,,,,,,,,,,,,29,35,2,26,20,3,,,,,,,10,11,0,13,9,1,23,19,0,74,42,7,23,9,0,,,,11,4,0,1,4,1,1,3,0,,,,3,4,1,136,89,3,19,25,3,51,50,3,89,72,1,66,46,1,56,48,2,,,,76,57,3,48,31,2,67,69,3,74,61,3,,,,47,50,2,44,32,3,,,,90,72,0,,,,98,66,0,79,66,0,112,55,0,,,,75,36,0,54,42,0,64,54,0,65,51,0,,,,1,1,0,1,,100,6,3,0,0,1,0,1,0,0,0,Team2
568,24,12,1,,,,,,,13,17,0,12,6,0,53,39,3,11,9,0,,,,,,,39,37,0,1,2,1,21,16,3,37,29,1,,,,,,,13,6,1,22,11,1,36,16,1,9,12,1,,,,,,,11,13,1,1,2,1,13,7,0,22,20,3,,,,,,,50,38,1,0,1,0,2,10,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,20,8,0,34,22,3,56,44,0,13,10,1,,,,,,,2,2,0,,,,,,,12,9,0,,,,,,,,,,32,17,1,10,9,1,6,7,1,,,,,,,,,,5,6,1,19,11,1,34,20,3,,,,,,,,,,,,,1,1,0,1,1,0,,,,,,,,,,,,,,,,,,,,,,,,,7,4,0,,,,,,,,,,60,50,3,191,113,2,212,110,1,148,113,2,16,18,3,,,,,,,149,121,2,117,81,3,99,76,3,31,16,1,44,35,2,,,,,,,,,,,,,71,54,0,84,66,0,82,52,0,73,72,0,84,72,0,,,,108,60,0,100,64,0,90,66,0,96,72,0,22,18,3,3,36.36,63.64,16,22,1,0,1,1,1,0,1,0,Team1
569,33,37,3,32,17,0,,,,48,36,0,15,11,1,25,21,3,19,12,0,32,23,1,,,,81,53,2,39,22,1,19,17,0,6,9,1,17,11,2,,,,5,14,3,11,9,1,8,13,1,,,,,,,,,,,,,,,,,,,35,22,0,16,18,2,,,,22,18,1,20,16,2,16,17,0,15,14,1,33,16,0,,,,10,4,0,,,,29,17,0,8,18,1,,,,,,,2,9,0,,,,,,,31,19,2,,,,,,,10,16,1,5,2,0,,,,19,21,1,,,,,,,12,11,1,59,38,1,,,,29,23,2,,,,,,,58,34,0,18,13,0,,,,23,19,1,,,,,,,27,22,1,28,31,1,17,9,0,14,5,0,,,,,,,4,1,0,10,16,1,,,,8,3,0,,,,,,,21,18,1,7,5,0,,,,,,,,,,,,,2,2,0,3,3,0,,,,20,15,3,56,41,3,65,47,2,,,,106,71,1,90,64,1,19,22,2,35,33,3,47,56,3,58,48,3,53,36,3,117,90,1,48,41,2,19,23,3,98,60,0,,,,,,,91,70,0,80,54,0,,,,75,54,0,99,60,0,,,,93,72,0,82,60,0,80,66,0,,,,,,100,0,0,1,0,1,0,0,0,1,0,Team2
