Match,T1P1 vs T2P6 runs,T1P1 vs T2P6 balls,T1P1 vs T2P6 wickets,T1P1 vs T2P7 runs,T1P1 vs T2P7 balls,T1P1 vs T2P7 wickets,T1P1 vs T2P8 runs,T1P1 vs T2P8 balls,T1P1 vs T2P8 wickets,T1P1 vs T2P9 runs,T1P1 vs T2P9 balls,T1P1 vs T2P9 wickets,T1P1 vs T2P10 runs,T1P1 vs T2P10 balls,T1P1 vs T2P10 wickets,T1P1 vs T2P11 runs,T1P1 vs T2P11 balls,T1P1 vs T2P11 wickets,T1P2 vs T2P6 runs,T1P2 vs T2P6 balls,T1P2 vs T2P6 wickets,T1P2 vs T2P7 runs,T1P2 vs T2P7 balls,T1P2 vs T2P7 wickets,T1P2 vs T2P8 runs,T1P2 vs T2P8 balls,T1P2 vs T2P8 wickets,T1P2 vs T2P9 runs,T1P2 vs T2P9 balls,T1P2 vs T2P9 wickets,T1P2 vs T2P10 runs,T1P2 vs T2P10 balls,T1P2 vs T2P10 wickets,T1P2 vs T2P11 runs,T1P2 vs T2P11 balls,T1P2 vs T2P11 wickets,T1P3 vs T2P6 runs,T1P3 vs T2P6 balls,T1P3 vs T2P6 wickets,T1P3 vs T2P7 runs,T1P3 vs T2P7 balls,T1P3 vs T2P7 wickets,T1P3 vs T2P8 runs,T1P3 vs T2P8 balls,T1P3 vs T2P8 wickets,T1P3 vs T2P9 runs,T1P3 vs T2P9 balls,T1P3 vs T2P9 wickets,T1P3 vs T2P10 runs,T1P3 vs T2P10 balls,T1P3 vs T2P10 wickets,T1P3 vs T2P11 runs,T1P3 vs T2P11 balls,T1P3 vs T2P11 wickets,T1P4 vs T2P6 runs,T1P4 vs T2P6 balls,T1P4 vs T2P6 wickets,T1P4 vs T2P7 runs,T1P4 vs T2P7 balls,T1P4 vs T2P7 wickets,T1P4 vs T2P8 runs,T1P4 vs T2P8 balls,T1P4 vs T2P8 wickets,T1P4 vs T2P9 runs,T1P4 vs T2P9 balls,T1P4 vs T2P9 wickets,T1P4 vs T2P10 runs,T1P4 vs T2P10 balls,T1P4 vs T2P10 wickets,T1P4 vs T2P11 runs,T1P4 vs T2P11 balls,T1P4 vs T2P11 wickets,T1P5 vs T2P6 runs,T1P5 vs T2P6 balls,T1P5 vs T2P6 wickets,T1P5 vs T2P7 runs,T1P5 vs T2P7 balls,T1P5 vs T2P7 wickets,T1P5 vs T2P8 runs,T1P5 vs T2P8 balls,T1P5 vs T2P8 wickets,T1P5 vs T2P9 runs,T1P5 vs T2P9 balls,T1P5 vs T2P9 wickets,T1P5 vs T2P10 runs,T1P5 vs T2P10 balls,T1P5 vs T2P10 wickets,T1P5 vs T2P11 runs,T1P5 vs T2P11 balls,T1P5 vs T2P11 wickets,T1P6 vs T2P6 runs,T1P6 vs T2P6 balls,T1P6 vs T2P6 wickets,T1P6 vs T2P7 runs,T1P6 vs T2P7 balls,T1P6 vs T2P7 wickets,T1P6 vs T2P8 runs,T1P6 vs T2P8 balls,T1P6 vs T2P8 wickets,T1P6 vs T2P9 runs,T1P6 vs T2P9 balls,T1P6 vs T2P9 wickets,T1P6 vs T2P10 runs,T1P6 vs T2P10 balls,T1P6 vs T2P10 wickets,T1P6 vs T2P11 runs,T1P6 vs T2P11 balls,T1P6 vs T2P11 wickets,T1P7 vs T2P6 runs,T1P7 vs T2P6 balls,T1P7 vs T2P6 wickets,T1P7 vs T2P7 runs,T1P7 vs T2P7 balls,T1P7 vs T2P7 wickets,T1P7 vs T2P8 runs,T1P7 vs T2P8 balls,T1P7 vs T2P8 wickets,T1P7 vs T2P9 runs,T1P7 vs T2P9 balls,T1P7 vs T2P9 wickets,T1P7 vs T2P10 runs,T1P7 vs T2P10 balls,T1P7 vs T2P10 wickets,T1P7 vs T2P11 runs,T1P7 vs T2P11 balls,T1P7 vs T2P11 wickets,T2P1 vs T1P6 runs,T2P1 vs T1P6 balls,T2P1 vs T1P6 wickets,T2P1 vs T1P7 runs,T2P1 vs T1P7 balls,T2P1 vs T1P7 wickets,T2P1 vs T1P8 runs,T2P1 vs T1P8 balls,T2P1 vs T1P8 wickets,T2P1 vs T1P9 runs,T2P1 vs T1P9 balls,T2P1 vs T1P9 wickets,T2P1 vs T1P10 runs,T2P1 vs T1P10 balls,T2P1 vs T1P10 wickets,T2P1 vs T1P11 runs,T2P1 vs T1P11 balls,T2P1 vs T1P11 wickets,T2P2 vs T1P6 runs,T2P2 vs T1P6 balls,T2P2 vs T1P6 wickets,T2P2 vs T1P7 runs,T2P2 vs T1P7 balls,T2P2 vs T1P7 wickets,T2P2 vs T1P8 runs,T2P2 vs T1P8 balls,T2P2 vs T1P8 wickets,T2P2 vs T1P9 runs,T2P2 vs T1P9 balls,T2P2 vs T1P9 wickets,T2P2 vs T1P10 runs,T2P2 vs T1P10 balls,T2P2 vs T1P10 wickets,T2P2 vs T1P11 runs,T2P2 vs T1P11 balls,T2P2 vs T1P11 wickets,T2P3 vs T1P6 runs,T2P3 vs T1P6 balls,T2P3 vs T1P6 wickets,T2P3 vs T1P7 runs,T2P3 vs T1P7 balls,T2P3 vs T1P7 wickets,T2P3 vs T1P8 runs,T2P3 vs T1P8 balls,T2P3 vs T1P8 wickets,T2P3 vs T1P9 runs,T2P3 vs T1P9 balls,T2P3 vs T1P9 wickets,T2P3 vs T1P10 runs,T2P3 vs T1P10 balls,T2P3 vs T1P10 wickets,T2P3 vs T1P11 runs,T2P3 vs T1P11 balls,T2P3 vs T1P11 wickets,T2P4 vs T1P6 runs,T2P4 vs T1P6 balls,T2P4 vs T1P6 wickets,T2P4 vs T1P7 runs,T2P4 vs T1P7 balls,T2P4 vs T1P7 wickets,T2P4 vs T1P8 runs,T2P4 vs T1P8 balls,T2P4 vs T1P8 wickets,T2P4 vs T1P9 runs,T2P4 vs T1P9 balls,T2P4 vs T1P9 wickets,T2P4 vs T1P10 runs,T2P4 vs T1P10 balls,T2P4 vs T1P10 wickets,T2P4 vs T1P11 runs,T2P4 vs T1P11 balls,T2P4 vs T1P11 wickets,T2P5 vs T1P6 runs,T2P5 vs T1P6 balls,T2P5 vs T1P6 wickets,T2P5 vs T1P7 runs,T2P5 vs T1P7 balls,T2P5 vs T1P7 wickets,T2P5 vs T1P8 runs,T2P5 vs T1P8 balls,T2P5 vs T1P8 wickets,T2P5 vs T1P9 runs,T2P5 vs T1P9 balls,T2P5 vs T1P9 wickets,T2P5 vs T1P10 runs,T2P5 vs T1P10 balls,T2P5 vs T1P10 wickets,T2P5 vs T1P11 runs,T2P5 vs T1P11 balls,T2P5 vs T1P11 wickets,T2P6 vs T1P6 runs,T2P6 vs T1P6 balls,T2P6 vs T1P6 wickets,T2P6 vs T1P7 runs,T2P6 vs T1P7 balls,T2P6 vs T1P7 wickets,T2P6 vs T1P8 runs,T2P6 vs T1P8 balls,T2P6 vs T1P8 wickets,T2P6 vs T1P9 runs,T2P6 vs T1P9 balls,T2P6 vs T1P9 wickets,T2P6 vs T1P10 runs,T2P6 vs T1P10 balls,T2P6 vs T1P10 wickets,T2P6 vs T1P11 runs,T2P6 vs T1P11 balls,T2P6 vs T1P11 wickets,T2P7 vs T1P6 runs,T2P7 vs T1P6 balls,T2P7 vs T1P6 wickets,T2P7 vs T1P7 runs,T2P7 vs T1P7 balls,T2P7 vs T1P7 wickets,T2P7 vs T1P8 runs,T2P7 vs T1P8 balls,T2P7 vs T1P8 wickets,T2P7 vs T1P9 runs,T2P7 vs T1P9 balls,T2P7 vs T1P9 wickets,T2P7 vs T1P10 runs,T2P7 vs T1P10 balls,T2P7 vs T1P10 wickets,T2P7 vs T1P11 runs,T2P7 vs T1P11 balls,T2P7 vs T1P11 wickets,T1P1 last3_bat runs,T1P1 last3_bat balls,T1P1 last3_bat wickets,T1P2 last3_bat runs,T1P2 last3_bat balls,T1P2 last3_bat wickets,T1P3 last3_bat runs,T1P3 last3_bat balls,T1P3 last3_bat wickets,T1P4 last3_bat runs,T1P4 last3_bat balls,T1P4 last3_bat wickets,T1P5 last3_bat runs,T1P5 last3_bat balls,T1P5 last3_bat wickets,T1P6 last3_bat runs,T1P6 last3_bat balls,T1P6 last3_bat wickets,T1P7 last3_bat runs,T1P7 last3_bat balls,T1P7 last3_bat wickets,T2P1 last3_bat runs,T2P1 last3_bat balls,T2P1 last3_bat wickets,T2P2 last3_bat runs,T2P2 last3_bat balls,T2P2 last3_bat wickets,T2P3 last3_bat runs,T2P3 last3_bat balls,T2P3 last3_bat wickets,T2P4 last3_bat runs,T2P4 last3_bat balls,T2P4 last3_bat wickets,T2P5 last3_bat runs,T2P5 last3_bat balls,T2P5 last3_bat wickets,T2P6 last3_bat runs,T2P6 last3_bat balls,T2P6 last3_bat wickets,T2P7 last3_bat runs,T2P7 last3_bat balls,T2P7 last3_bat wickets,T1P6 last3_bowl runs,T1P6 last3_bowl balls,T1P6 last3_bowl wickets,T1P7 last3_bowl runs,T1P7 last3_bowl balls,T1P7 last3_bowl wickets,T1P8 last3_bowl runs,T1P8 last3_bowl balls,T1P8 last3_bowl wickets,T1P9 last3_bowl runs,T1P9 last3_bowl balls,T1P9 last3_bowl wickets,T1P10 last3_bowl runs,T1P10 last3_bowl balls,T1P10 last3_bowl wickets,T1P11 last3_bowl runs,T1P11 last3_bowl balls,T1P11 last3_bowl wickets,T2P6 last3_bowl runs,T2P6 last3_bowl balls,T2P6 last3_bowl wickets,T2P7 last3_bowl runs,T2P7 last3_bowl balls,T2P7 last3_bowl wickets,T2P8 last3_bowl runs,T2P8 last3_bowl balls,T2P8 last3_bowl wickets,T2P9 last3_bowl runs,T2P9 last3_bowl balls,T2P9 last3_bowl wickets,T2P10 last3_bowl runs,T2P10 last3_bowl balls,T2P10 last3_bowl wickets,T2P11 last3_bowl runs,T2P11 last3_bowl balls,T2P11 last3_bowl wickets,T1 wins at stadium,T1 losses at stadium,T2 wins at stadium,T2 losses at stadium,T1 vs T2 win ratio,T2 vs T1 win ratio,Won defending at stadium,Won chasing at stadium,T1 fourth last match result,T1 third last match result,T1 second last match result,T1 last match result,T2 fourth last match result,T2 third last match result,T2 second last match result,T2 last match result,match result
570,,,,8,3,0,25,23,1,41,29,2,29,16,1,17,19,1,,,,26,17,0,4,5,1,38,37,4,9,13,0,10,12,0,,,,11,7,0,7,7,0,,,,,,,13,7,1,,,,6,4,1,13,15,2,12,12,2,,,,,,,,,,6,4,1,38,36,1,11,6,0,5,11,0,7,5,0,,,,7,3,0,26,17,0,8,9,1,6,7,1,1,5,0,,,,11,7,0,48,21,2,21,25,2,,,,7,7,1,,,,,,,17,19,0,15,9,2,6,4,0,12,6,0,,,,,,,8,5,0,,,,26,13,0,,,,,,,,,,4,4,0,4,5,0,2,2,0,9,6,0,,,,,,,22,20,1,5,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,32,30,2,5,7,1,4,5,0,,,,,,,,,,,,,,,,,,,,,,109,85,3,92,86,2,58,36,3,73,53,2,11,11,2,36,34,3,23,20,2,86,67,3,66,52,2,69,68,3,57,55,3,,,,50,50,1,,,,,,,,,,86,72,0,110,62,0,97,72,0,66,57,0,,,,55,30,0,71,54,0,71,60,0,80,72,0,82,66,0,1,0,3,1,54.55,45.45,2,2,1,1,0,1,0,1,0,0,Team2
571,,,,,,,,,,,,,,,,,,,29,27,0,18,11,2,24,24,1,,,,16,14,0,,,,8,8,0,1,1,0,6,10,0,,,,1,2,0,,,,7,3,0,2,2,0,20,15,1,,,,,,,,,,5,10,0,7,4,0,40,34,0,,,,17,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,21,22,0,14,17,1,5,4,0,36,26,1,15,21,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,34,10,0,,,,,,,5,4,0,,,,,,,,,,,,,,,,27,21,0,0,3,0,1,1,0,0,1,1,5,7,0,,,,1,4,1,3,4,1,,,,2,2,1,0,5,1,,,,,,,,,,,,,7,5,0,0,1,1,105,67,3,76,72,2,107,73,3,51,42,2,23,16,2,,,,,,,44,45,2,51,38,3,75,85,2,74,61,3,47,50,2,,,,44,32,3,,,,103,66,0,,,,114,54,0,100,64,0,76,66,0,,,,93,48,0,70,60,0,49,54,0,59,54,0,,,,1,0,1,1,100,,7,3,0,1,0,0,0,0,0,1,Team2
572,60,60,2,66,58,5,,,,28,22,1,60,48,1,32,24,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,4,1,5,5,0,5,8,0,76,34,2,100,60,3,,,,2,4,0,31,12,0,9,9,0,,,,4,6,1,,,,,,,1,2,0,1,4,1,,,,,,,30,24,1,1,5,0,10,8,0,22,21,0,,,,,,,52,33,1,74,38,1,7,3,0,11,5,1,,,,,,,120,101,4,88,52,1,13,9,1,14,12,0,,,,,,,4,7,1,56,47,2,1,3,0,,,,,,,,,,53,44,4,33,20,0,19,16,0,21,15,0,,,,,,,34,24,1,35,18,0,8,4,1,5,3,0,,,,,,,17,27,0,36,25,2,6,3,1,0,2,1,71,69,3,,,,,,,,,,56,30,1,65,45,2,13,20,2,92,71,1,46,40,3,87,64,2,65,41,3,34,25,3,41,38,1,19,23,3,,,,,,,88,66,0,86,60,0,88,66,0,58,60,0,78,54,0,114,66,0,,,,65,60,0,77,60,0,97,66,0,,,1,0,,100,0,1,0,1,0,1,0,1,0,1,Team2
573,,,,28,21,1,29,24,2,42,35,0,12,8,0,4,5,0,,,,48,33,1,34,21,1,60,52,0,21,17,0,18,13,0,,,,,,,,,,,,,,,,,,,,,,7,3,0,25,28,2,12,10,0,11,10,0,5,4,0,,,,10,9,1,33,20,1,34,28,3,3,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0,4,1,11,9,1,,,,,,,18,16,0,1,4,1,,,,,,,22,24,1,,,,12,6,0,14,8,1,,,,,,,44,36,1,,,,,,,18,10,1,,,,,,,21,30,1,,,,,,,3,5,0,,,,,,,22,28,1,,,,,,,,,,,,,,,,,,,,,,,,,2,2,0,,,,,,,2,2,0,,,,,,,1,3,0,,,,,,,6,5,0,,,,31,24,3,59,43,2,,,,66,48,2,79,66,2,,,,87,68,1,69,67,2,171,127,3,30,28,2,60,43,2,61,66,3,45,32,2,28,22,3,,,,98,60,0,,,,79,48,0,76,70,0,,,,,,,66,48,0,77,56,0,102,72,0,82,60,0,95,72,0,23,13,0,4,80,20,15,24,0,1,0,0,1,0,1,0,Team1
574,,,,,,,,,,,,,18,9,0,13,6,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,8,5,0,8,5,0,31,21,0,,,,,,,,,,13,12,0,5,5,0,4,8,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,31,10,0,,,,36,28,1,1,4,0,38,21,0,22,23,3,33,25,0,2,3,0,48,34,1,1,2,0,125,78,1,36,23,2,13,10,0,0,1,1,44,16,0,,,,9,15,1,28,18,0,,,,,,,,,,,,,10,6,0,10,9,0,14,14,1,16,8,0,41,19,0,,,,42,38,2,33,35,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,44,45,3,59,52,2,132,110,2,19,28,1,84,58,3,,,,42,21,3,128,76,3,297,156,2,188,85,1,126,84,1,16,17,2,,,,,,,55,30,0,64,48,0,68,60,0,94,72,0,73,54,0,72,66,0,,,,,,,46,42,0,92,66,0,79,54,0,82,66,0,4,1,,,10,80,2,3,1,0,0,1,0,1,1,1,Team2
575,,,,,,,2,5,0,3,5,0,2,2,0,5,10,0,,,,,,,8,10,0,,,,10,11,0,7,13,2,,,,,,,55,28,0,,,,15,7,0,61,44,3,,,,,,,37,29,0,1,3,1,2,2,0,8,6,0,,,,,,,61,40,1,,,,7,7,2,29,16,0,,,,,,,10,9,1,2,3,1,9,7,0,13,9,1,,,,,,,6,4,1,,,,,,,1,2,1,15,9,1,53,37,2,,,,98,79,1,21,19,2,19,7,0,94,87,2,130,87,1,,,,69,57,1,54,50,2,74,57,2,76,57,0,60,34,1,,,,33,15,0,45,31,1,36,21,2,17,14,0,9,8,0,,,,9,3,0,28,17,2,10,7,0,73,52,4,49,28,3,,,,67,42,2,41,26,1,13,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,63,63,2,65,43,3,125,90,2,17,16,3,44,30,2,53,44,1,19,23,3,123,67,3,242,146,1,65,41,2,122,82,1,15,21,2,,,,,,,67,42,0,100,66,0,,,,82,60,0,108,66,0,82,60,0,,,,,,,65,54,0,44,36,0,91,60,0,95,66,0,0,1,23,18,50,50,17,22,1,0,1,1,1,1,1,1,Team2
576,,,,,,,12,6,0,50,39,2,35,21,2,,,,,,,,,,29,25,0,29,27,1,71,54,1,1,3,1,,,,,,,,,,12,9,1,3,5,0,2,2,0,,,,,,,,,,23,31,1,19,18,0,18,7,0,,,,,,,,,,2,2,0,,,,1,1,1,,,,,,,,,,,,,,,,,,,,,,,,,2,4,0,24,37,2,25,19,1,3,6,0,,,,,,,58,44,0,18,18,1,21,16,1,4,5,0,,,,,,,63,55,0,4,4,0,26,20,0,18,13,0,,,,,,,,,,,,,,,,,,,,,,,,,13,12,1,24,19,1,19,14,0,15,10,0,,,,,,,38,33,3,2,1,0,8,9,0,15,10,0,,,,,,,20,12,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,143,113,3,86,60,2,29,24,3,71,47,2,37,25,2,,,,38,48,2,52,40,3,75,57,2,,,,99,68,3,94,82,2,28,22,2,,,,,,,,,,101,72,0,67,42,0,87,60,0,88,72,0,,,,,,,72,54,0,92,72,0,81,51,0,,,,3,2,4,1,18.18,81.82,15,22,0,1,0,0,1,0,0,1,Team1
577,,,,,,,,,,,,,,,,,,,,,,,,,7,7,2,25,33,1,15,9,0,33,13,0,,,,,,,7,4,0,59,40,3,19,13,0,,,,2,4,0,,,,1,2,0,25,25,0,,,,,,,,,,,,,,,,7,8,1,10,7,0,,,,,,,,,,,,,37,37,2,,,,14,14,0,,,,,,,1,2,0,15,14,0,7,6,0,6,5,1,,,,25,15,0,28,30,1,24,33,2,92,62,3,,,,,,,33,25,0,48,32,0,86,63,1,72,56,2,8,9,0,,,,1,1,0,0,1,1,4,3,0,11,6,0,9,10,0,,,,15,21,1,10,14,2,18,18,1,21,26,1,1,2,0,,,,10,8,1,5,6,1,1,2,0,,,,6,3,0,,,,,,,,,,,,,,,,,,,,,,1,2,0,6,13,0,1,5,0,34,29,0,,,,,,,55,34,3,112,81,2,41,42,3,30,31,2,110,65,2,35,32,1,119,100,3,71,48,3,60,44,3,73,53,3,24,16,1,,,,38,48,2,,,,53,42,0,84,66,0,90,72,0,70,56,0,92,48,0,,,,,,,45,30,0,88,72,0,99,66,0,,,,1,0,4,2,,100,16,22,0,1,1,0,1,0,0,1,Team2
578,,,,,,,,,,,,,1,4,0,75,42,1,,,,,,,,,,15,13,1,,,,24,24,0,,,,,,,,,,,,,,,,25,10,0,,,,,,,,,,,,,,,,7,4,1,,,,,,,,,,0,1,1,,,,1,3,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,3,6,1,0,1,1,8,6,1,,,,,,,,,,89,56,1,,,,,,,,,,,,,15,12,1,48,39,2,,,,8,11,1,,,,,,,,,,48,29,1,18,15,1,7,12,1,,,,,,,,,,16,7,0,12,5,0,2,1,0,,,,,,,9,5,0,35,26,0,1,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,139,102,2,61,44,3,53,37,3,71,55,3,27,24,2,26,19,2,32,42,3,83,48,3,167,97,2,85,57,2,54,30,2,16,26,2,,,,,,,45,43,0,,,,56,36,0,78,72,0,93,60,0,86,72,0,,,,,,,53,42,0,76,60,0,60,54,0,99,66,0,1,4,24,18,54.55,45.45,17,23,0,0,1,1,1,1,1,1,Team1
595,,,,18,21,1,,,,,,,52,25,0,17,18,2,,,,,,,,,,,,,,,,,,,,,,4,3,0,,,,,,,,,,10,12,0,,,,9,5,0,,,,,,,10,7,1,28,26,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6,6,0,19,9,0,10,10,0,,,,,,,4,4,0,,,,8,5,1,18,12,0,,,,,,,16,8,0,,,,,,,,,,,,,,,,0,1,0,,,,5,4,0,,,,,,,,,,3,3,1,,,,,,,,,,,,,,,,22,11,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,29,27,3,,,,153,109,2,21,33,3,77,55,3,,,,,,,,,,40,45,3,113,73,2,79,49,2,47,45,3,,,,,,,,,,,,,,,,,,,,,,107,72,0,,,,40,24,0,,,,,,,87,66,0,83,63,0,0,1,20,19,,100,17,20,1,0,0,0,0,1,0,0,Team1
597,60,39,0,16,21,3,9,4,0,11,18,0,34,30,2,106,76,6,,,,,,,,,,,,,,,,1,2,1,16,11,1,26,27,3,4,2,1,26,22,0,72,67,5,41,40,2,10,7,1,19,18,0,11,8,0,24,23,0,59,47,2,31,36,1,19,23,0,29,25,1,9,3,0,23,15,0,94,61,1,34,21,1,2,2,0,8,8,1,4,6,1,,,,4,4,0,1,1,0,,,,2,2,0,1,1,0,,,,0,2,1,,,,,,,6,3,0,18,23,2,23,14,0,2,3,0,23,15,1,,,,3,3,0,6,8,0,1,2,1,7,3,0,11,8,1,,,,4,5,0,22,20,0,10,12,2,9,4,0,36,19,2,,,,8,7,0,3,6,1,,,,2,2,0,9,9,0,,,,,,,3,3,0,1,3,1,8,4,0,27,7,0,,,,,,,25,16,2,,,,1,2,0,27,21,2,,,,,,,,,,,,,,,,,,,101,77,2,,,,98,57,3,140,100,1,86,65,2,28,27,3,13,14,2,160,106,3,100,74,3,25,33,3,,,,84,47,3,,,,,,,,,,112,66,0,57,72,0,,,,87,66,0,115,66,0,,,,72,60,0,89,67,0,,,,53,53,0,87,66,0,18,11,2,3,60,40,10,18,1,1,0,0,1,1,0,0,Team1
598,15,9,1,,,,,,,,,,25,24,3,,,,94,87,2,,,,,,,,,,54,51,3,37,14,0,,,,,,,,,,,,,,,,,,,16,15,0,,,,,,,,,,2,3,1,,,,74,55,5,,,,,,,,,,41,29,1,,,,10,8,0,,,,,,,,,,24,14,0,,,,27,19,2,,,,,,,,,,6,10,0,,,,,,,,,,,,,,,,15,11,2,59,30,1,,,,,,,12,10,1,,,,11,14,0,7,13,2,,,,,,,16,10,1,,,,16,11,0,61,44,3,,,,,,,0,1,1,,,,2,5,0,5,10,0,,,,,,,6,5,0,,,,3,4,0,13,12,0,,,,,,,,,,,,,11,9,0,13,9,1,,,,,,,,,,,,,,,,,,,60,56,3,144,101,3,,,,28,34,2,39,46,3,28,38,3,42,32,1,84,59,3,118,86,3,68,59,2,51,32,2,81,63,2,,,,,,,,,,,,,50,36,0,,,,86,66,0,74,45,0,,,,,,,,,,76,54,0,,,,,,,0,1,3,4,66.67,33.33,1,6,1,0,0,0,0,0,1,0,Team1
599,4,6,0,21,18,0,57,35,1,,,,37,33,1,44,36,2,12,6,0,9,13,0,9,13,0,,,,4,5,1,43,42,4,,,,7,6,1,1,1,0,,,,9,8,0,,,,6,5,0,1,2,1,8,4,0,,,,14,16,2,12,12,2,,,,,,,6,12,0,,,,43,40,1,11,6,0,17,5,0,2,3,0,,,,,,,8,8,0,,,,28,15,0,8,12,0,,,,,,,48,21,2,32,32,2,,,,,,,34,33,2,,,,,,,15,4,0,,,,,,,,,,,,,,,,,,,,,,,,,17,15,0,,,,,,,16,10,0,,,,,,,8,5,0,,,,,,,,,,,,,,,,1,9,1,,,,,,,,,,,,,,,,5,6,0,,,,,,,3,3,0,,,,,,,,,,,,,,,,,,,145,118,2,86,80,3,,,,31,24,3,74,65,2,34,26,3,54,40,2,160,106,3,100,74,3,25,33,3,84,47,3,,,,,,,,,,,,,,,,64,72,0,94,72,0,,,,,,,,,,72,60,0,,,,89,67,0,53,53,0,87,66,0,19,11,2,1,50,50,11,18,1,0,0,1,0,1,1,0,Team1
600,,,,,,,,,,,,,,,,,,,,,,15,7,0,69,60,1,4,3,0,31,26,2,4,5,0,,,,13,14,0,34,24,0,8,8,1,18,18,0,11,15,1,,,,5,5,0,33,21,1,5,7,1,15,8,0,11,11,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1,2,1,1,1,0,0,1,1,,,,17,17,0,,,,,,,62,39,1,25,41,2,13,15,1,7,5,0,,,,,,,8,4,1,7,5,0,0,1,0,3,4,0,,,,,,,6,4,0,1,6,0,,,,,,,,,,,,,0,1,1,,,,8,9,0,18,25,1,,,,,,,63,48,1,18,19,2,25,20,2,19,13,1,,,,,,,28,25,3,12,8,1,18,15,1,8,4,0,,,,,,,,,,,,,,,,44,40,3,,,,32,24,3,35,28,3,,,,,,,,,,42,34,3,42,40,3,109,88,3,17,10,0,44,35,2,120,81,3,85,56,2,103,72,0,,,,,,,92,66,0,107,66,0,,,,,,,55,48,0,71,72,0,86,72,0,119,72,0,110,72,0,2,0,,,40,60,0,2,1,0,0,0,1,1,1,1,Team2
601,,,,,,,,,,,,,,,,,,,,,,19,12,0,23,18,0,88,64,2,,,,37,29,0,,,,33,37,3,16,17,2,56,43,0,,,,42,31,3,,,,6,9,1,3,3,0,5,14,3,,,,9,14,1,,,,49,30,0,16,11,0,22,18,1,,,,20,19,1,,,,11,22,1,4,8,1,2,9,0,,,,,,,,,,15,14,1,13,12,0,10,4,0,,,,29,17,0,,,,14,5,0,,,,,,,2,4,1,34,19,1,,,,19,21,1,1,3,0,4,2,1,11,6,1,50,32,1,,,,29,23,2,23,12,0,4,7,1,10,11,0,66,65,1,,,,23,19,1,11,3,0,,,,2,3,0,58,29,1,,,,,,,,,,,,,,,,,,,,,,31,19,2,,,,1,4,0,,,,16,8,0,,,,8,3,0,,,,,,,,,,7,7,1,,,,101,77,2,98,57,3,140,100,1,86,65,2,28,27,3,,,,55,39,2,185,120,3,86,59,2,52,35,2,,,,48,36,3,,,,,,,,,,112,66,0,,,,87,66,0,115,66,0,,,,131,72,0,,,,92,51,0,86,66,0,96,53,0,22,10,1,0,33.33,66.67,14,21,0,1,1,1,0,1,0,0,Team2
602,,,,13,7,0,,,,,,,7,12,0,3,3,0,,,,,,,,,,,,,6,4,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,13,4,0,8,4,1,,,,2,3,1,,,,,,,5,4,1,2,3,1,,,,,,,,,,,,,,,,,,,,,,11,20,0,63,63,6,,,,,,,13,12,0,,,,,,,,,,,,,,,,,,,,,,17,5,0,9,11,0,,,,,,,,,,,,,,,,38,24,0,,,,,,,10,6,0,,,,,,,,,,,,,,,,,,,,,,3,8,0,14,16,2,,,,,,,,,,,,,,,,6,3,0,,,,,,,,,,100,91,2,108,87,3,,,,34,32,2,34,21,2,54,40,2,,,,40,37,3,74,45,3,96,79,3,44,47,3,29,26,3,98,61,2,,,,,,,48,42,0,72,72,0,109,72,0,,,,,,,,,,,,,,,,,,,,,,105,72,0,2,0,1,5,50,50,15,12,0,0,1,1,0,0,0,1,Team2
